train,test
0.6426663235594073,0.6998477837854793
0.6419652833576549,0.6994959432643717
0.6416381516577327,0.6992367761573749
0.6413970735637617,0.6990186781949336
0.6411941288045727,0.6988226318283459
0.6410116509327473,0.6986394513677807
0.6408411043387622,0.6984639709003001
0.6406776872229235,0.6982929799336168
0.640518414291086,0.6981243345540388
0.64036129111404,0.6979565218387127
0.6402049094671272,0.6977884253622865
0.640048229464583,0.6976191895990983
0.6398904535646792,0.6974481369785979
0.639730949491435,0.6972747148053132
0.6395692009031697,0.6970984600150838
0.6394047746334308,0.696918975048843
0.6392372982621868,0.6967359109079304
0.6390664443602816,0.6965489549895922
0.6388919191759336,0.6963578221857657
0.6387134543537444,0.6961622482577915
0.6385308007687284,0.695961984827621
0.6383437238625315,0.6957567955352467
0.6381520000633518,0.6955464530489603
0.6379554139983005,0.6953307367067312
0.6377537562920926,0.6951094306296005
0.6375468218041712,0.6948823221914986
0.6373344081967914,0.6946492007605886
0.6371163147551224,0.694409856649179
0.6368923414008145,0.6941640802251073
0.6366622878552244,0.6939116611490764
0.6364259529192565,0.6936523877109695
0.6361831338447085,0.6933860462444974
0.6359336257779136,0.6931124206042864
0.6356772212608749,0.6928312916930839
0.6354137097784003,0.6925424370294703
0.6351428773423077,0.692245630348539
0.6348645061056256,0.6919406412295857
0.6345783740012626,0.6916272347460852
0.634284254400714,0.6913051711341828
0.633981915789269,0.6909742054766705
0.633671121454898,0.6906340874000211
0.6333516291885125,0.6902845607825003
0.6330231909937615,0.6899253634717745
0.6326855528048448,0.6895562270107153
0.6323384542111283,0.6891768763703661
0.6319816281875721,0.688787029689233
0.6316148008301613,0.6883863980182342
0.6312376910957122,0.6879746850707954
0.6308500105455478,0.687551586977701
0.6304514630926511,0.687116792046421
0.6300417447520374,0.6866699805247403
0.6296205433941404,0.686210824368606
0.6291875385011313,0.6857389870141845
0.6287424009261501,0.6852541231542165
0.6282847926555014,0.6847558785188188
0.627814366573956,0.6842438896609672
