train,test
0.3741256329700362,0.3557518213757497
0.31387938010595,0.3043519386566553
0.4837866059071386,0.47536019859658857
0.3653231201586423,0.3551753857865954
0.461831990231142,0.44797058384009425
0.4352115068720435,0.43649342429374177
0.5776909792665996,0.5587689969593708
0.3201830045642328,0.3118186589151847
0.3980272202165726,0.38095607075354837
0.4868753746982043,0.4748390625808524
0.42429459286892224,0.39369175748499236
0.3355396404502206,0.3500005222069868
0.3475014952647073,0.33572925537735304
0.36955004611602144,0.3658472725599817
0.318532464114316,0.3178967435658639
0.3287581597929544,0.33120703187861683
0.3973485365860122,0.3750022586120735
0.44872538126535166,0.4310041399347269
0.45620407860243056,0.4642562998545062
0.373337976444002,0.36870405152072794
0.39921224508211817,0.41736235102389907
0.38781163711788424,0.38155186477566844
0.38556356210989323,0.3927419192265116
0.38338978592910594,0.36257056696464113
0.4910952721655436,0.5014947998096058
0.3167684143373461,0.3180484109114632
0.3208900131694578,0.31819763091000597
0.3713757480550944,0.3628167170518086
0.39492329144401866,0.36628867240360413
0.3893998944592384,0.40308265758733286
0.47859246352528145,0.4934141355009673
0.35045352711391203,0.34392886880166734
0.3933262863546849,0.4037797292850619
0.31147502649293374,0.3241464013673382
0.35714707013085095,0.36582853569327023
0.38988276399108657,0.42618477325405624
0.4332541655971556,0.4572676957984981
0.36420431833871875,0.4036332772060981
0.42628120392596835,0.4402919832270178
0.4120567665031635,0.4037324787866015
0.34261387244733704,0.3322215649153312
0.34654815674644424,0.34453701215142296
0.3382195365718635,0.34591191572472885
0.45163938723412883,0.4553309330354082
0.3240292035154161,0.33949374086058315
0.31521430750474105,0.3294896303354402
0.4384258063128339,0.4406981116873153
0.35200864304433627,0.3418044731031537
0.3699314565604512,0.36098558787066637
0.35884960974258834,0.3404267138021543
0.3777086404775754,0.39329043300205724
0.3485903613766698,0.36128620842671105
0.43106664030381914,0.4540217518284403
0.36748875278249926,0.3587658642362397
0.3171105975960029,0.32546164731604793
0.37318722459693027,0.3768129594377709
0.37499039031409015,0.40362747974191865
0.3779412982723732,0.3843100166390944
0.33539807716364944,0.34321504313433104
0.3915712613692849,0.3932181554092307
0.3090465280312477,0.30199793339005615
0.4232367012164276,0.4208065777331694
0.3532182601306822,0.36984394954466543
0.40690096465856224,0.3865501647397601
0.289884097071449,0.3150597510088986
0.34545191395117814,0.3458994051960881
0.3523155246266043,0.3529120382646835
0.3372151900058319,0.34922492403236627
0.34026863125039875,0.36665090092741304
0.30269269617658306,0.3001009381460621
0.4196315179771074,0.4305102027093695
0.4132972826208518,0.3952166146396057
0.361619056781294,0.37553174419733437
0.32767935615892174,0.340674080087161
0.3573927966781118,0.3558289853653836
0.2701582729292739,0.2755115500426038
0.3064682777492639,0.3248383123957798
0.3270807084483057,0.3379194308309647
0.2750146921680448,0.27749836701016306
0.27682762200386407,0.2963513537950059
0.24727580029905202,0.26242534694290154
0.2684096221700815,0.28932480927951
0.3592385659265371,0.3447997465355737
0.28843476160336984,0.3015554037647897
0.33045012419192077,0.3342812157181409
0.3300130595632265,0.3389198106714666
0.3759975970201275,0.3670190503569966
0.2629576508849412,0.2592266955258901
0.323468154229082,0.316462945137054
0.2871913529013942,0.29556570303119545
0.29252583584349395,0.28187598406473646
0.3402511704560988,0.3630993289510498
0.24594347041001932,0.2631837594098049
0.25246741616054597,0.2600882261637305
0.25765566869841927,0.2617153336713794
0.24472493561747632,0.26402937169182944
0.2919381001393862,0.31769444839809774
0.27642598359117604,0.30465575708986065
0.3276399676896093,0.33956580740277237
0.2285182460291291,0.24379998318068719
