train,test
0.36717579105401704,0.35974659914920454
0.3649743140773792,0.3580539230055589
0.37144718784759206,0.3611013121969862
0.37979075088004494,0.3622900572006115
0.37979075088004494,0.3622900572006115
0.37979075088004494,0.3622900572006115
0.37979075088004494,0.3622900572006115
0.3796416510649493,0.3621550596061849
0.3796416510649493,0.3621550596061849
0.3796416510649493,0.3621550596061849
0.37587418121960375,0.3593687999608766
0.37587418121960375,0.3593687999608766
0.37587418121960375,0.3593687999608766
0.3758348058209748,0.3593309550188854
0.37641351428808767,0.3598293301506301
0.37641351428808767,0.3598293301506301
0.37641351428808767,0.3598293301506301
0.37641351428808767,0.3598293301506301
0.36840570332308514,0.35363132570982897
0.36840570332308514,0.35363132570982897
0.36840570332308514,0.35363132570982897
0.36840570332308514,0.35363132570982897
0.36840570332308514,0.35363132570982897
0.36696994942181466,0.3525150507645953
0.36696994942181466,0.3525150507645953
0.36696994942181466,0.3525150507645953
0.3669413687351458,0.3525807486464522
0.3669413687351458,0.3525807486464522
0.3882077150747213,0.3697853507435738
0.3882077150747213,0.3697853507435738
0.3882077150747213,0.3697853507435738
0.4280293592181197,0.40535500317445633
0.4280293592181197,0.40535500317445633
0.4280293592181197,0.40535500317445633
0.4279602709872944,0.4056118948824346
0.4279602709872944,0.4056118948824346
0.4279602709872944,0.4056118948824346
0.4279602709872944,0.4056118948824346
0.4279602709872944,0.4056118948824346
0.3997461385880622,0.3795056570457726
0.40235887357038547,0.3816069871941692
0.40235887357038547,0.3816069871941692
0.39783597948433724,0.37928548469630613
0.3943451328429198,0.3754746483375778
0.3943451328429198,0.3754746483375778
0.40307512498812004,0.3802455956921799
0.40307512498812004,0.3802455956921799
0.40307512498812004,0.3802455956921799
0.40305793230956916,0.38023288819866274
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.40223570775487666,0.3795585863640637
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.3994334972049624,0.37909640684581397
0.4216196006315142,0.3937420140258652
0.41895595081064035,0.3914987297680942
0.41895595081064035,0.3914987297680942
0.41895595081064035,0.3914987297680942
0.42172991059659065,0.39458085896866957
0.42172991059659065,0.39458085896866957
0.42172991059659065,0.39458085896866957
0.42172991059659065,0.39458085896866957
0.4217296085415297,0.3945806053415426
0.4217296085415297,0.3945806053415426
0.4217296085415297,0.3945806053415426
0.4217296085415297,0.3945806053415426
0.4217296085415297,0.3945806053415426
0.4217296085415297,0.3945806053415426
0.42185650168943384,0.3946864892633166
0.42185650168943384,0.3946864892633166
0.42185650168943384,0.3946864892633166
0.42185650168943384,0.3946864892633166
0.4202641915633763,0.39404677349396316
0.4202641915633763,0.39404677349396316
0.4202641915633763,0.39404677349396316
0.4202641915633763,0.39404677349396316
0.4202641915633763,0.39404677349396316
0.4202641915633763,0.39404677349396316
0.4202641915633763,0.39404677349396316
0.4202641915633763,0.39404677349396316
0.41380296146812406,0.38869610136981464
0.41380296146812406,0.38869610136981464
0.41380296146812406,0.38869610136981464
0.41380296146812406,0.38869610136981464
0.41757732271744713,0.3893115718445689
0.41757732271744713,0.3893115718445689
0.41757732271744713,0.3893115718445689
0.41757732271744713,0.3893115718445689
0.41757732271744713,0.3893115718445689
0.41757732271744713,0.3893115718445689
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.40441937647507764,0.3786718593478221
0.4090703100948575,0.3810306159352475
0.39741554002672863,0.3746895726524534
0.39741554002672863,0.3746895726524534
0.39741554002672863,0.3746895726524534
0.39741554002672863,0.3746895726524534
0.3928351244617218,0.37128851058169443
0.3928351244617218,0.37128851058169443
0.3928351244617218,0.37128851058169443
0.3928351244617218,0.37128851058169443
0.3928351244617218,0.37128851058169443
0.3928351244617218,0.37128851058169443
0.3928351244617218,0.37128851058169443
0.39473009715902857,0.3729840170924971
0.3930446594349,0.3714708211056119
0.3930446594349,0.3714708211056119
0.3930446594349,0.3714708211056119
0.3930446594349,0.3714708211056119
0.39253781273407956,0.3715309742701334
0.39253781273407956,0.3715309742701334
0.39253781273407956,0.3715309742701334
0.39253781273407956,0.3715309742701334
0.39253781273407956,0.3715309742701334
0.39253781273407956,0.3715309742701334
0.39253781273407956,0.3715309742701334
0.39253781273407956,0.3715309742701334
0.3925380432892095,0.37153117151598525
