iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.141615073988,0.138636779371,0.138765078789,0.40938098277,0.442602040816,0.428571428571,0.364136035727,0.408660351827,0.408033826638,0.0667675
10,0.114273834986,0.114358011766,0.115388883837,0.659540523293,0.660714285714,0.659183673469,0.794610202117,0.795069337442,0.794587945879,0.6895215
20,0.113176817122,0.114680586136,0.113244682181,0.60561582642,0.589285714286,0.626530612245,0.700581395349,0.683693516699,0.7171561051,1.258126
30,0.10569377475,0.103525771499,0.109737931513,0.698787492023,0.705357142857,0.694897959184,0.785843920145,0.78748850046,0.785663082437,1.8703872
40,0.119032607804,0.118467654496,0.122039967343,0.595724313976,0.585459183673,0.576530612245,0.63114992722,0.61355529132,0.608120868744,2.4532496
50,0.10566820962,0.104793071666,0.105830680681,0.67007019783,0.688775510204,0.691836734694,0.774727668845,0.789655172414,0.788811188811,2.9749296
60,0.0974206339068,0.0982181234604,0.0988109311037,0.691767708998,0.698979591837,0.69693877551,0.779250457038,0.779439252336,0.784626540972,3.5049574
70,0.101363452144,0.101313047834,0.102308732816,0.7102744097,0.706632653061,0.698979591837,0.809803100126,0.808970099668,0.80450629556,4.0378825
80,0.0970549101175,0.0981317103421,0.0984763322322,0.692086790045,0.695153061224,0.698979591837,0.778821911529,0.774740810556,0.784828592268,4.5584451
90,0.0969516478132,0.0981229543106,0.0992373632638,0.70931716656,0.709183673469,0.705102040816,0.793283412752,0.788888888889,0.791335740072,5.0788427
100,0.0981316747418,0.097110233795,0.0992151109518,0.675175494576,0.68112244898,0.667346938776,0.802636680884,0.805900621118,0.798017348203,5.7502009
110,0.0982279335687,0.0983876063749,0.0996560588738,0.686981493299,0.673469387755,0.682653061224,0.805163853029,0.798107255521,0.80353758686,6.3147994
120,0.101840118818,0.101655338172,0.10283396189,0.666560306318,0.660714285714,0.668367346939,0.799385678633,0.795698924731,0.80024585126,6.9348312
130,0.0999019127823,0.0994228271666,0.101660492263,0.676770899809,0.669642857143,0.670408163265,0.8010995484,0.797180892717,0.797237915882,7.5427613
140,0.101083310775,0.100788983436,0.103572560707,0.665922144225,0.664540816327,0.665306122449,0.797602938334,0.796597061098,0.797780517879,8.0907777
150,0.0998522138328,0.100070784007,0.101471929178,0.671346522017,0.669642857143,0.672448979592,0.801464919044,0.800615858353,0.802218114603,8.6131758
160,0.099330401325,0.0987666410692,0.101852483364,0.674856413529,0.677295918367,0.672448979592,0.802174335081,0.802189210321,0.800744878957,9.1790403
170,0.0995875192489,0.0992712437251,0.102405046241,0.674218251436,0.679846938776,0.670408163265,0.80270531401,0.805877803558,0.800740283775,9.7036066
180,0.0998564774564,0.100233124876,0.102236868746,0.67294192725,0.672193877551,0.666326530612,0.802390591864,0.801544401544,0.798521256932,10.2662523
190,0.100298416115,0.10032333215,0.102636338639,0.676451818762,0.678571428571,0.671428571429,0.80356450988,0.804953560372,0.800248138958,10.8758328
200,0.10028633334,0.100589769749,0.102692151386,0.673580089343,0.672193877551,0.667346938776,0.802623962956,0.801237432328,0.799754299754,11.4161757
210,0.101363106629,0.101537537354,0.103750346831,0.673580089343,0.672193877551,0.666326530612,0.802547770701,0.801544401544,0.798272671191,11.9653412
220,0.0985720965235,0.0989239721977,0.101741996259,0.691448627951,0.69387755102,0.684693877551,0.808172981551,0.808612440191,0.80380952381,12.5477601
230,0.0976832502771,0.0977712928891,0.100277897463,0.689534141672,0.700255102041,0.683673469388,0.807135777998,0.814814814815,0.80404551201,13.0902786
240,0.0987033796996,0.0980280138197,0.1008501761,0.672303765156,0.679846938776,0.672448979592,0.801852209145,0.805577072037,0.801974090068,13.6431886
250,0.0972144869695,0.0974397715601,0.0994302549637,0.680918953414,0.683673469388,0.676530612245,0.805220101286,0.80655226209,0.802738021157,14.1705985
260,0.103019616567,0.103433258558,0.105416251435,0.669751116784,0.668367346939,0.668367346939,0.800999807729,0.8,0.800491098834,14.7067444
270,0.0984694000108,0.0976753980316,0.100418250536,0.681238034461,0.692602040816,0.677551020408,0.804232804233,0.81038552321,0.802992518703,15.2620879
280,0.101120310086,0.100938002144,0.102997067349,0.676770899809,0.670918367347,0.672448979592,0.803339157445,0.800925925926,0.801729462631,15.8718756
290,0.0974913742346,0.0979828737015,0.0992039974257,0.688576898532,0.696428571429,0.688775510204,0.803463552155,0.808064516129,0.804612427931,16.4971816
300,0.100356839659,0.100847155571,0.101829459409,0.681557115507,0.68112244898,0.677551020408,0.804467084639,0.804992199688,0.802992518703,17.1218048
